Filename,Voltage (V),Current (A)
B_1mHz.xlsx,0.33976,55.36293
B_1mHz.xlsx,0.34305,56.43373
B_1mHz.xlsx,0.34305,56.43373
B_1mHz.xlsx,0.34628,57.61376
B_1mHz.xlsx,0.34628,57.61376
B_1mHz.xlsx,0.34946,58.60977
B_1mHz.xlsx,0.34946,58.60977
B_1mHz.xlsx,0.35258,59.70542
B_1mHz.xlsx,0.35258,59.70542
B_1mHz.xlsx,0.35564,60.74303
B_1mHz.xlsx,0.35564,60.74303
B_1mHz.xlsx,0.35865,61.79209
B_1mHz.xlsx,0.35865,61.79209
B_1mHz.xlsx,0.3616,62.76219
B_1mHz.xlsx,0.3616,62.76219
B_1mHz.xlsx,0.3645,63.7551
B_1mHz.xlsx,0.3645,63.7551
B_1mHz.xlsx,0.36734,64.7733
B_1mHz.xlsx,0.36734,64.7733
B_1mHz.xlsx,0.37012,65.76842
B_1mHz.xlsx,0.37012,65.76842
B_1mHz.xlsx,0.37284,66.78085
B_1mHz.xlsx,0.37284,66.78085
B_1mHz.xlsx,0.3755,67.86769
B_1mHz.xlsx,0.3755,67.86769
B_1mHz.xlsx,0.3781,68.90415
B_1mHz.xlsx,0.3781,68.90415
B_1mHz.xlsx,0.38065,69.83215
B_1mHz.xlsx,0.38065,69.83215
B_1mHz.xlsx,0.38313,70.75598
B_1mHz.xlsx,0.38313,70.75598
B_1mHz.xlsx,0.38555,71.63115
B_1mHz.xlsx,0.38555,71.63115
B_1mHz.xlsx,0.38792,72.59385
B_1mHz.xlsx,0.38792,72.59385
B_1mHz.xlsx,0.39022,73.4479
B_1mHz.xlsx,0.39022,73.4479
B_1mHz.xlsx,0.39245,74.37946
B_1mHz.xlsx,0.39245,74.37946
B_1mHz.xlsx,0.39463,75.24233
B_1mHz.xlsx,0.39463,75.24233
B_1mHz.xlsx,0.39675,76.10013
B_1mHz.xlsx,0.39675,76.10013
B_1mHz.xlsx,0.3988,76.88221
B_1mHz.xlsx,0.3988,76.88221
B_1mHz.xlsx,0.40079,77.68055
B_1mHz.xlsx,0.40079,77.68055
B_1mHz.xlsx,0.40271,78.55589
B_1mHz.xlsx,0.40271,78.55589
B_1mHz.xlsx,0.40458,79.33857
B_1mHz.xlsx,0.40458,79.33857
B_1mHz.xlsx,0.40637,80.09367
B_1mHz.xlsx,0.40637,80.09367
B_1mHz.xlsx,0.40811,80.87754
B_1mHz.xlsx,0.40811,80.87754
B_1mHz.xlsx,0.40978,81.63749
B_1mHz.xlsx,0.40978,81.63749
B_1mHz.xlsx,0.41138,82.45585
B_1mHz.xlsx,0.41138,82.45585
B_1mHz.xlsx,0.41292,83.05784
B_1mHz.xlsx,0.41292,83.05784
B_1mHz.xlsx,0.4144,83.70559
B_1mHz.xlsx,0.4144,83.70559
B_1mHz.xlsx,0.41581,84.31519
B_1mHz.xlsx,0.41581,84.31519
B_1mHz.xlsx,0.41715,84.92868
B_1mHz.xlsx,0.41715,84.92868
B_1mHz.xlsx,0.41843,85.53838
B_1mHz.xlsx,0.41843,85.53838
B_1mHz.xlsx,0.41964,86.23845
B_1mHz.xlsx,0.41964,86.23845
B_1mHz.xlsx,0.42079,86.79593
B_1mHz.xlsx,0.42079,86.79593
B_1mHz.xlsx,0.42187,87.22667
B_1mHz.xlsx,0.42187,87.22667
B_1mHz.xlsx,0.42288,87.8202
B_1mHz.xlsx,0.42288,87.8202
B_1mHz.xlsx,0.42382,88.3463
B_1mHz.xlsx,0.42382,88.3463
B_1mHz.xlsx,0.4247,88.88549
B_1mHz.xlsx,0.4247,88.88549
B_1mHz.xlsx,0.42551,89.33523
B_1mHz.xlsx,0.42551,89.33523
B_1mHz.xlsx,0.42626,89.799
B_1mHz.xlsx,0.42626,89.799
B_1mHz.xlsx,0.42694,90.28005
B_1mHz.xlsx,0.42694,90.28005
B_1mHz.xlsx,0.42755,90.66455
B_1mHz.xlsx,0.42755,90.66455
B_1mHz.xlsx,0.42809,90.98651
B_1mHz.xlsx,0.42809,90.98651
B_1mHz.xlsx,0.42856,91.30153
B_1mHz.xlsx,0.42856,91.30153
B_1mHz.xlsx,0.42897,91.64086
B_1mHz.xlsx,0.42897,91.64086
B_1mHz.xlsx,0.42931,92.02482
B_1mHz.xlsx,0.42931,92.02482
B_1mHz.xlsx,0.42958,92.30387
B_1mHz.xlsx,0.42958,92.30387
B_1mHz.xlsx,0.42979,92.49897
B_1mHz.xlsx,0.42979,92.49897
B_1mHz.xlsx,0.42992,92.64797
B_1mHz.xlsx,0.42992,92.64797
B_1mHz.xlsx,0.42999,92.83642
B_1mHz.xlsx,0.42999,92.83642
B_1mHz.xlsx,0.42999,92.98056
B_1mHz.xlsx,0.42999,92.98056
B_1mHz.xlsx,0.42992,93.07634
B_1mHz.xlsx,0.42992,93.07634
B_1mHz.xlsx,0.42979,93.19113
B_1mHz.xlsx,0.42979,93.19113
B_1mHz.xlsx,0.42958,93.20077
B_1mHz.xlsx,0.42958,93.20077
B_1mHz.xlsx,0.42931,93.28116
B_1mHz.xlsx,0.42931,93.28116
B_1mHz.xlsx,0.42897,93.3229
B_1mHz.xlsx,0.42897,93.3229
B_1mHz.xlsx,0.42856,93.37145
B_1mHz.xlsx,0.42856,93.37145
B_1mHz.xlsx,0.42809,93.3399
B_1mHz.xlsx,0.42809,93.3399
B_1mHz.xlsx,0.42755,93.24802
B_1mHz.xlsx,0.42755,93.24802
B_1mHz.xlsx,0.42694,93.15462
B_1mHz.xlsx,0.42694,93.15462
B_1mHz.xlsx,0.42626,93.16674
B_1mHz.xlsx,0.42626,93.16674
B_1mHz.xlsx,0.42551,92.97541
B_1mHz.xlsx,0.42551,92.97541
B_1mHz.xlsx,0.4247,92.78336
B_1mHz.xlsx,0.4247,92.78336
B_1mHz.xlsx,0.42382,92.52848
B_1mHz.xlsx,0.42382,92.52848
B_1mHz.xlsx,0.42288,92.28184
B_1mHz.xlsx,0.42288,92.28184
B_1mHz.xlsx,0.42187,92.10696
B_1mHz.xlsx,0.42187,92.10696
B_1mHz.xlsx,0.42079,91.73542
B_1mHz.xlsx,0.42079,91.73542
B_1mHz.xlsx,0.41964,91.44913
B_1mHz.xlsx,0.41964,91.44913
B_1mHz.xlsx,0.41843,91.13113
B_1mHz.xlsx,0.41843,91.13113
B_1mHz.xlsx,0.41715,90.78378
B_1mHz.xlsx,0.41715,90.78378
B_1mHz.xlsx,0.41581,90.40603
B_1mHz.xlsx,0.41581,90.40603
B_1mHz.xlsx,0.4144,90.04735
B_1mHz.xlsx,0.4144,90.04735
B_1mHz.xlsx,0.41292,89.514
B_1mHz.xlsx,0.41292,89.514
B_1mHz.xlsx,0.41138,89.13877
B_1mHz.xlsx,0.41138,89.13877
B_1mHz.xlsx,0.40978,88.78436
B_1mHz.xlsx,0.40978,88.78436
B_1mHz.xlsx,0.40811,88.34268
B_1mHz.xlsx,0.40811,88.34268
B_1mHz.xlsx,0.40637,87.87265
B_1mHz.xlsx,0.40637,87.87265
B_1mHz.xlsx,0.40458,87.2718
B_1mHz.xlsx,0.40458,87.2718
B_1mHz.xlsx,0.40271,86.73501
B_1mHz.xlsx,0.40271,86.73501
B_1mHz.xlsx,0.40079,86.24951
B_1mHz.xlsx,0.40079,86.24951
B_1mHz.xlsx,0.3988,85.75253
B_1mHz.xlsx,0.3988,85.75253
B_1mHz.xlsx,0.39675,85.22709
B_1mHz.xlsx,0.39675,85.22709
B_1mHz.xlsx,0.39463,84.65712
B_1mHz.xlsx,0.39463,84.65712
B_1mHz.xlsx,0.39245,84.10966
B_1mHz.xlsx,0.39245,84.10966
B_1mHz.xlsx,0.39022,83.52158
B_1mHz.xlsx,0.39022,83.52158
B_1mHz.xlsx,0.38792,82.72046
B_1mHz.xlsx,0.38792,82.72046
B_1mHz.xlsx,0.38555,82.04744
B_1mHz.xlsx,0.38555,82.04744
B_1mHz.xlsx,0.38313,81.27072
B_1mHz.xlsx,0.38313,81.27072
B_1mHz.xlsx,0.38065,80.48812
B_1mHz.xlsx,0.38065,80.48812
B_1mHz.xlsx,0.3781,79.73433
B_1mHz.xlsx,0.3781,79.73433
B_1mHz.xlsx,0.3755,78.88603
B_1mHz.xlsx,0.3755,78.88603
B_1mHz.xlsx,0.37284,78.12475
B_1mHz.xlsx,0.37284,78.12475
B_1mHz.xlsx,0.37012,77.25046
B_1mHz.xlsx,0.37012,77.25046
B_1mHz.xlsx,0.36734,76.39186
B_1mHz.xlsx,0.36734,76.39186
B_1mHz.xlsx,0.3645,75.51121
B_1mHz.xlsx,0.3645,75.51121
B_1mHz.xlsx,0.3616,74.62421
B_1mHz.xlsx,0.3616,74.62421
B_1mHz.xlsx,0.35865,73.68824
B_1mHz.xlsx,0.35865,73.68824
B_1mHz.xlsx,0.35564,72.67941
B_1mHz.xlsx,0.35564,72.67941
B_1mHz.xlsx,0.35258,71.72592
B_1mHz.xlsx,0.35258,71.72592
B_1mHz.xlsx,0.34946,70.80632
B_1mHz.xlsx,0.34946,70.80632
B_1mHz.xlsx,0.34628,69.859
B_1mHz.xlsx,0.34628,69.859
B_1mHz.xlsx,0.34305,68.84434
B_1mHz.xlsx,0.34305,68.84434
B_1mHz.xlsx,0.33976,67.92464
B_1mHz.xlsx,0.33976,67.92464
B_1mHz.xlsx,0.33643,66.92012
B_1mHz.xlsx,0.33643,66.92012
B_1mHz.xlsx,0.33303,65.84905
B_1mHz.xlsx,0.33303,65.84905
B_1mHz.xlsx,0.32959,64.86025
B_1mHz.xlsx,0.32959,64.86025
B_1mHz.xlsx,0.32609,63.76246
B_1mHz.xlsx,0.32609,63.76246
B_1mHz.xlsx,0.32255,62.70731
B_1mHz.xlsx,0.32255,62.70731
B_1mHz.xlsx,0.31895,61.61582
B_1mHz.xlsx,0.31895,61.61582
B_1mHz.xlsx,0.3153,60.56878
B_1mHz.xlsx,0.3153,60.56878
B_1mHz.xlsx,0.3116,59.54467
B_1mHz.xlsx,0.3116,59.54467
B_1mHz.xlsx,0.30785,58.4441
B_1mHz.xlsx,0.30785,58.4441
B_1mHz.xlsx,0.30405,57.32832
B_1mHz.xlsx,0.30405,57.32832
B_1mHz.xlsx,0.30021,56.24296
B_1mHz.xlsx,0.30021,56.24296
B_1mHz.xlsx,0.29632,55.10112
B_1mHz.xlsx,0.29632,55.10112
B_1mHz.xlsx,0.29238,53.99624
B_1mHz.xlsx,0.29238,53.99624
B_1mHz.xlsx,0.28839,52.87186
B_1mHz.xlsx,0.28839,52.87186
B_1mHz.xlsx,0.28436,51.70415
B_1mHz.xlsx,0.28436,51.70415
B_1mHz.xlsx,0.28029,50.61272
B_1mHz.xlsx,0.28029,50.61272
B_1mHz.xlsx,0.27617,49.48228
B_1mHz.xlsx,0.27617,49.48228
B_1mHz.xlsx,0.272,48.33076
B_1mHz.xlsx,0.272,48.33076
B_1mHz.xlsx,0.2678,47.19967
B_1mHz.xlsx,0.2678,47.19967
B_1mHz.xlsx,0.26355,46.06708
B_1mHz.xlsx,0.26355,46.06708
B_1mHz.xlsx,0.25926,44.95362
B_1mHz.xlsx,0.25926,44.95362
B_1mHz.xlsx,0.25493,43.82683
B_1mHz.xlsx,0.25493,43.82683
B_1mHz.xlsx,0.25056,42.68654
B_1mHz.xlsx,0.25056,42.68654
B_1mHz.xlsx,0.24614,41.53384
B_1mHz.xlsx,0.24614,41.53384
B_1mHz.xlsx,0.24169,40.42937
B_1mHz.xlsx,0.24169,40.42937
B_1mHz.xlsx,0.23721,39.31393
B_1mHz.xlsx,0.23721,39.31393
B_1mHz.xlsx,0.23268,38.17379
B_1mHz.xlsx,0.23268,38.17379
B_1mHz.xlsx,0.22812,37.05444
B_1mHz.xlsx,0.22812,37.05444
B_1mHz.xlsx,0.22352,35.94597
B_1mHz.xlsx,0.22352,35.94597
B_1mHz.xlsx,0.21889,34.83307
B_1mHz.xlsx,0.21889,34.83307
B_1mHz.xlsx,0.21422,33.72736
B_1mHz.xlsx,0.21422,33.72736
B_1mHz.xlsx,0.20952,32.61691
B_1mHz.xlsx,0.20952,32.61691
B_1mHz.xlsx,0.20478,31.5178
B_1mHz.xlsx,0.20478,31.5178
B_1mHz.xlsx,0.20001,30.42554
B_1mHz.xlsx,0.20001,30.42554
B_1mHz.xlsx,0.19521,29.3166
B_1mHz.xlsx,0.19521,29.3166
B_1mHz.xlsx,0.19038,28.25265
B_1mHz.xlsx,0.19038,28.25265
B_1mHz.xlsx,0.18552,27.20772
B_1mHz.xlsx,0.18552,27.20772
B_1mHz.xlsx,0.18064,26.16279
B_1mHz.xlsx,0.18064,26.16279
B_1mHz.xlsx,0.17572,25.1396
B_1mHz.xlsx,0.17572,25.1396
B_1mHz.xlsx,0.17077,24.12113
B_1mHz.xlsx,0.17077,24.12113
B_1mHz.xlsx,0.1658,23.13117
B_1mHz.xlsx,0.1658,23.13117
B_1mHz.xlsx,0.1608,22.15343
B_1mHz.xlsx,0.1608,22.15343
B_1mHz.xlsx,0.15578,21.19024
B_1mHz.xlsx,0.15578,21.19024
B_1mHz.xlsx,0.15073,20.25669
B_1mHz.xlsx,0.15073,20.25669
B_1mHz.xlsx,0.14566,19.31317
B_1mHz.xlsx,0.14566,19.31317
B_1mHz.xlsx,0.14056,18.37502
B_1mHz.xlsx,0.14056,18.37502
B_1mHz.xlsx,0.13544,17.45664
B_1mHz.xlsx,0.13544,17.45664
B_1mHz.xlsx,0.1303,16.57229
B_1mHz.xlsx,0.1303,16.57229
B_1mHz.xlsx,0.12514,15.70515
B_1mHz.xlsx,0.12514,15.70515
B_1mHz.xlsx,0.11997,14.83532
B_1mHz.xlsx,0.11997,14.83532
B_1mHz.xlsx,0.11477,13.9914
B_1mHz.xlsx,0.11477,13.9914
B_1mHz.xlsx,0.10955,13.16119
B_1mHz.xlsx,0.10955,13.16119
B_1mHz.xlsx,0.10432,12.35292
B_1mHz.xlsx,0.10432,12.35292
B_1mHz.xlsx,0.09907,11.57171
B_1mHz.xlsx,0.09907,11.57171
B_1mHz.xlsx,0.0938,10.8027
B_1mHz.xlsx,0.0938,10.8027
B_1mHz.xlsx,0.08852,10.05519
B_1mHz.xlsx,0.08852,10.05519
B_1mHz.xlsx,0.08323,9.31707
B_1mHz.xlsx,0.08323,9.31707
B_1mHz.xlsx,0.07792,8.60186
B_1mHz.xlsx,0.07792,8.60186
B_1mHz.xlsx,0.0726,7.90571
B_1mHz.xlsx,0.0726,7.90571
B_1mHz.xlsx,0.06727,7.23755
B_1mHz.xlsx,0.06727,7.23755
B_1mHz.xlsx,0.06192,6.57777
B_1mHz.xlsx,0.06192,6.57777
B_1mHz.xlsx,0.05657,5.93579
B_1mHz.xlsx,0.05657,5.93579
B_1mHz.xlsx,0.05121,5.30613
B_1mHz.xlsx,0.05121,5.30613
B_1mHz.xlsx,0.04584,4.69779
B_1mHz.xlsx,0.04584,4.69779
B_1mHz.xlsx,0.04047,4.10446
B_1mHz.xlsx,0.04047,4.10446
B_1mHz.xlsx,0.03508,3.52361
B_1mHz.xlsx,0.03508,3.52361
B_1mHz.xlsx,0.0297,2.95972
B_1mHz.xlsx,0.0297,2.95972
B_1mHz.xlsx,0.0243,2.40804
B_1mHz.xlsx,0.0243,2.40804
B_1mHz.xlsx,0.01891,1.86941
B_1mHz.xlsx,0.01891,1.86941
B_1mHz.xlsx,0.01351,1.34111
B_1mHz.xlsx,0.01351,1.34111
B_1mHz.xlsx,0.0081,0.822
B_1mHz.xlsx,0.0081,0.822
B_1mHz.xlsx,0.0027,0.3107
B_1mHz.xlsx,0.0027,0.3107
B_1mHz.xlsx,-0.0027,-0.19296
B_1mHz.xlsx,-0.0027,-0.19296
B_1mHz.xlsx,-0.0081,-0.69033
B_1mHz.xlsx,-0.0081,-0.69033
B_1mHz.xlsx,-0.01351,-1.18391
B_1mHz.xlsx,-0.01351,-1.18391
B_1mHz.xlsx,-0.01891,-1.67394
B_1mHz.xlsx,-0.01891,-1.67394
B_1mHz.xlsx,-0.0243,-2.16377
B_1mHz.xlsx,-0.0243,-2.16377
B_1mHz.xlsx,-0.0297,-2.65411
B_1mHz.xlsx,-0.0297,-2.65411
B_1mHz.xlsx,-0.03508,-3.15179
B_1mHz.xlsx,-0.03508,-3.15179
B_1mHz.xlsx,-0.04047,-3.64646
B_1mHz.xlsx,-0.04047,-3.64646
B_1mHz.xlsx,-0.04584,-4.14331
B_1mHz.xlsx,-0.04584,-4.14331
B_1mHz.xlsx,-0.05121,-4.65016
B_1mHz.xlsx,-0.05121,-4.65016
B_1mHz.xlsx,-0.05657,-5.17267
B_1mHz.xlsx,-0.05657,-5.17267
B_1mHz.xlsx,-0.06192,-5.70145
B_1mHz.xlsx,-0.06192,-5.70145
B_1mHz.xlsx,-0.06727,-6.23841
B_1mHz.xlsx,-0.06727,-6.23841
B_1mHz.xlsx,-0.0726,-6.79809
B_1mHz.xlsx,-0.0726,-6.79809
B_1mHz.xlsx,-0.07792,-7.36008
B_1mHz.xlsx,-0.07792,-7.36008
B_1mHz.xlsx,-0.08323,-7.94537
B_1mHz.xlsx,-0.08323,-7.94537
B_1mHz.xlsx,-0.08852,-8.54176
B_1mHz.xlsx,-0.08852,-8.54176
B_1mHz.xlsx,-0.0938,-9.1679
B_1mHz.xlsx,-0.0938,-9.1679
B_1mHz.xlsx,-0.09907,-9.82187
B_1mHz.xlsx,-0.09907,-9.82187
B_1mHz.xlsx,-0.10432,-10.47433
B_1mHz.xlsx,-0.10432,-10.47433
B_1mHz.xlsx,-0.10955,-11.17218
B_1mHz.xlsx,-0.10955,-11.17218
B_1mHz.xlsx,-0.11477,-11.9176
B_1mHz.xlsx,-0.11477,-11.9176
B_1mHz.xlsx,-0.11997,-12.65758
B_1mHz.xlsx,-0.11997,-12.65758
B_1mHz.xlsx,-0.12514,-13.42049
B_1mHz.xlsx,-0.12514,-13.42049
B_1mHz.xlsx,-0.1303,-14.2423
B_1mHz.xlsx,-0.1303,-14.2423
B_1mHz.xlsx,-0.13544,-15.08486
B_1mHz.xlsx,-0.13544,-15.08486
B_1mHz.xlsx,-0.14056,-15.95256
B_1mHz.xlsx,-0.14056,-15.95256
B_1mHz.xlsx,-0.14566,-16.97225
B_1mHz.xlsx,-0.14566,-16.97225
B_1mHz.xlsx,-0.15073,-17.93237
B_1mHz.xlsx,-0.15073,-17.93237
B_1mHz.xlsx,-0.15578,-18.88969
B_1mHz.xlsx,-0.15578,-18.88969
B_1mHz.xlsx,-0.1608,-19.87733
B_1mHz.xlsx,-0.1608,-19.87733
B_1mHz.xlsx,-0.1658,-20.90449
B_1mHz.xlsx,-0.1658,-20.90449
B_1mHz.xlsx,-0.17077,-21.98759
B_1mHz.xlsx,-0.17077,-21.98759
B_1mHz.xlsx,-0.17572,-23.08657
B_1mHz.xlsx,-0.17572,-23.08657
B_1mHz.xlsx,-0.18064,-24.23772
B_1mHz.xlsx,-0.18064,-24.23772
B_1mHz.xlsx,-0.18552,-25.39013
B_1mHz.xlsx,-0.18552,-25.39013
B_1mHz.xlsx,-0.19038,-26.55509
B_1mHz.xlsx,-0.19038,-26.55509
B_1mHz.xlsx,-0.19521,-27.72407
B_1mHz.xlsx,-0.19521,-27.72407
B_1mHz.xlsx,-0.20001,-28.9149
B_1mHz.xlsx,-0.20001,-28.9149
B_1mHz.xlsx,-0.20478,-30.11392
B_1mHz.xlsx,-0.20478,-30.11392
B_1mHz.xlsx,-0.20952,-31.3489
B_1mHz.xlsx,-0.20952,-31.3489
B_1mHz.xlsx,-0.21422,-32.59368
B_1mHz.xlsx,-0.21422,-32.59368
B_1mHz.xlsx,-0.21889,-33.84953
B_1mHz.xlsx,-0.21889,-33.84953
B_1mHz.xlsx,-0.22352,-35.09508
B_1mHz.xlsx,-0.22352,-35.09508
B_1mHz.xlsx,-0.22812,-36.3868
B_1mHz.xlsx,-0.22812,-36.3868
B_1mHz.xlsx,-0.23268,-37.68417
B_1mHz.xlsx,-0.23268,-37.68417
B_1mHz.xlsx,-0.23721,-38.98899
B_1mHz.xlsx,-0.23721,-38.98899
B_1mHz.xlsx,-0.24169,-40.30846
B_1mHz.xlsx,-0.24169,-40.30846
B_1mHz.xlsx,-0.24614,-41.62575
B_1mHz.xlsx,-0.24614,-41.62575
B_1mHz.xlsx,-0.25056,-43.00929
