Concentration_M,Theoretical Conductivity_S_per_m,,,,,,,,,,,,
1,5.80E-04,,,,,,,,,,,9.83,0.0036371
0.1,0.00047693,,,,,,,,,,,1.289,0.00047693
0.01,5.30876E-05,,,,,,,,,,,0.14348,5.30876E-05
1.00E-03,5.43456E-06,,,,,,,,,,,0.014688,5.43456E-06
1.00E-04,5.54223E-07,,,,,,,,,,,0.0014979,5.54223E-07
1.00E-05,5.54223E-08,,,,,,,,,,,0.00014979,5.54223E-08
1.00E-06,5.55E-09,,,,,,,,,,,1.50E-05,5.55E-09
,,,,,,,,,,,,,0
