Filename,Voltage (V),Current (A)
s8a 1mhz.xlsx,0.69498,2.06957e-09
s8a 1mhz.xlsx,0.69498,2.06957e-09
s8a 1mhz.xlsx,0.69999,2.07599e-09
s8a 1mhz.xlsx,0.69999,2.07599e-09
s8a 1mhz.xlsx,0.705,2.06991e-09
s8a 1mhz.xlsx,0.705,2.06991e-09
s8a 1mhz.xlsx,0.71001,2.06982e-09
s8a 1mhz.xlsx,0.71001,2.06982e-09
s8a 1mhz.xlsx,0.71498,2.07576e-09
s8a 1mhz.xlsx,0.71498,2.07576e-09
s8a 1mhz.xlsx,0.71999,2.07562e-09
s8a 1mhz.xlsx,0.71999,2.07562e-09
s8a 1mhz.xlsx,0.72499,2.0726e-09
s8a 1mhz.xlsx,0.72499,2.0726e-09
s8a 1mhz.xlsx,0.73,2.07751e-09
s8a 1mhz.xlsx,0.73,2.07751e-09
s8a 1mhz.xlsx,0.73497,2.08038e-09
s8a 1mhz.xlsx,0.73497,2.08038e-09
s8a 1mhz.xlsx,0.73998,2.07574e-09
s8a 1mhz.xlsx,0.73998,2.07574e-09
s8a 1mhz.xlsx,0.74499,2.07216e-09
s8a 1mhz.xlsx,0.74499,2.07216e-09
s8a 1mhz.xlsx,0.74999,2.07757e-09
s8a 1mhz.xlsx,0.74999,2.07757e-09
s8a 1mhz.xlsx,0.755,2.07688e-09
s8a 1mhz.xlsx,0.755,2.07688e-09
s8a 1mhz.xlsx,0.75998,2.06677e-09
s8a 1mhz.xlsx,0.75998,2.06677e-09
s8a 1mhz.xlsx,0.76499,2.07107e-09
s8a 1mhz.xlsx,0.76499,2.07107e-09
s8a 1mhz.xlsx,0.77,2.05966e-09
s8a 1mhz.xlsx,0.77,2.05966e-09
s8a 1mhz.xlsx,0.775,2.0653e-09
s8a 1mhz.xlsx,0.775,2.0653e-09
s8a 1mhz.xlsx,0.77997,2.06131e-09
s8a 1mhz.xlsx,0.77997,2.06131e-09
s8a 1mhz.xlsx,0.78498,2.05432e-09
s8a 1mhz.xlsx,0.78498,2.05432e-09
s8a 1mhz.xlsx,0.79,2.05446e-09
s8a 1mhz.xlsx,0.79,2.05446e-09
s8a 1mhz.xlsx,0.795,2.06854e-09
s8a 1mhz.xlsx,0.795,2.06854e-09
s8a 1mhz.xlsx,0.79998,2.0489e-09
s8a 1mhz.xlsx,0.79998,2.0489e-09
s8a 1mhz.xlsx,0.80499,2.05164e-09
s8a 1mhz.xlsx,0.80499,2.05164e-09
s8a 1mhz.xlsx,0.80999,2.0525e-09
s8a 1mhz.xlsx,0.80999,2.0525e-09
s8a 1mhz.xlsx,0.81499,2.0519e-09
s8a 1mhz.xlsx,0.81499,2.0519e-09
s8a 1mhz.xlsx,0.82,2.04723e-09
s8a 1mhz.xlsx,0.82,2.04723e-09
s8a 1mhz.xlsx,0.82497,2.03918e-09
s8a 1mhz.xlsx,0.82497,2.03918e-09
s8a 1mhz.xlsx,0.82998,2.04312e-09
s8a 1mhz.xlsx,0.82998,2.04312e-09
s8a 1mhz.xlsx,0.83499,2.05165e-09
s8a 1mhz.xlsx,0.83499,2.05165e-09
s8a 1mhz.xlsx,0.83999,2.04835e-09
s8a 1mhz.xlsx,0.83999,2.04835e-09
s8a 1mhz.xlsx,0.84497,2.04473e-09
s8a 1mhz.xlsx,0.84497,2.04473e-09
s8a 1mhz.xlsx,0.84998,2.0505e-09
s8a 1mhz.xlsx,0.84998,2.0505e-09
s8a 1mhz.xlsx,0.85499,2.03365e-09
s8a 1mhz.xlsx,0.85499,2.03365e-09
s8a 1mhz.xlsx,0.86,2.03236e-09
s8a 1mhz.xlsx,0.86,2.03236e-09
s8a 1mhz.xlsx,0.865,2.0282e-09
s8a 1mhz.xlsx,0.865,2.0282e-09
s8a 1mhz.xlsx,0.86998,2.02082e-09
s8a 1mhz.xlsx,0.86998,2.02082e-09
s8a 1mhz.xlsx,0.87498,2.03029e-09
s8a 1mhz.xlsx,0.87498,2.03029e-09
s8a 1mhz.xlsx,0.87999,2.02742e-09
s8a 1mhz.xlsx,0.87999,2.02742e-09
s8a 1mhz.xlsx,0.885,2.0178e-09
s8a 1mhz.xlsx,0.885,2.0178e-09
s8a 1mhz.xlsx,0.88997,2.02165e-09
s8a 1mhz.xlsx,0.88997,2.02165e-09
s8a 1mhz.xlsx,0.89498,2.01887e-09
s8a 1mhz.xlsx,0.89498,2.01887e-09
s8a 1mhz.xlsx,0.89998,2.02308e-09
s8a 1mhz.xlsx,0.89998,2.02308e-09
s8a 1mhz.xlsx,0.90499,2.01765e-09
s8a 1mhz.xlsx,0.90499,2.01765e-09
s8a 1mhz.xlsx,0.91,2.02053e-09
s8a 1mhz.xlsx,0.91,2.02053e-09
s8a 1mhz.xlsx,0.91497,2.0192e-09
s8a 1mhz.xlsx,0.91497,2.0192e-09
s8a 1mhz.xlsx,0.91998,2.01373e-09
s8a 1mhz.xlsx,0.91998,2.01373e-09
s8a 1mhz.xlsx,0.925,2.01188e-09
s8a 1mhz.xlsx,0.925,2.01188e-09
s8a 1mhz.xlsx,0.93,2.01154e-09
s8a 1mhz.xlsx,0.93,2.01154e-09
s8a 1mhz.xlsx,0.93498,2.00615e-09
s8a 1mhz.xlsx,0.93498,2.00615e-09
s8a 1mhz.xlsx,0.93999,2.0064e-09
s8a 1mhz.xlsx,0.93999,2.0064e-09
s8a 1mhz.xlsx,0.945,1.9951e-09
s8a 1mhz.xlsx,0.945,1.9951e-09
s8a 1mhz.xlsx,0.95,1.99064e-09
s8a 1mhz.xlsx,0.95,1.99064e-09
s8a 1mhz.xlsx,0.95501,1.97831e-09
s8a 1mhz.xlsx,0.95501,1.97831e-09
s8a 1mhz.xlsx,0.95998,1.98637e-09
s8a 1mhz.xlsx,0.95998,1.98637e-09
s8a 1mhz.xlsx,0.96499,1.98263e-09
s8a 1mhz.xlsx,0.96499,1.98263e-09
s8a 1mhz.xlsx,0.97,1.98644e-09
s8a 1mhz.xlsx,0.97,1.98644e-09
s8a 1mhz.xlsx,0.97501,1.9846e-09
s8a 1mhz.xlsx,0.97501,1.9846e-09
s8a 1mhz.xlsx,0.97998,1.9752e-09
s8a 1mhz.xlsx,0.97998,1.9752e-09
s8a 1mhz.xlsx,0.98499,1.97171e-09
s8a 1mhz.xlsx,0.98499,1.97171e-09
s8a 1mhz.xlsx,0.99,1.97421e-09
s8a 1mhz.xlsx,0.99,1.97421e-09
s8a 1mhz.xlsx,0.99501,1.97258e-09
s8a 1mhz.xlsx,0.99501,1.97258e-09
s8a 1mhz.xlsx,0.99999,1.97606e-09
s8a 1mhz.xlsx,0.99999,1.97606e-09
s8a 1mhz.xlsx,0.99998,1.9655e-09
s8a 1mhz.xlsx,0.99998,1.9655e-09
s8a 1mhz.xlsx,0.99502,1.94834e-09
s8a 1mhz.xlsx,0.99502,1.94834e-09
s8a 1mhz.xlsx,0.99,1.93442e-09
s8a 1mhz.xlsx,0.99,1.93442e-09
s8a 1mhz.xlsx,0.985,1.92885e-09
s8a 1mhz.xlsx,0.985,1.92885e-09
s8a 1mhz.xlsx,0.97998,1.91447e-09
s8a 1mhz.xlsx,0.97998,1.91447e-09
s8a 1mhz.xlsx,0.97501,1.90737e-09
s8a 1mhz.xlsx,0.97501,1.90737e-09
s8a 1mhz.xlsx,0.97,1.89524e-09
s8a 1mhz.xlsx,0.97,1.89524e-09
s8a 1mhz.xlsx,0.96499,1.88504e-09
s8a 1mhz.xlsx,0.96499,1.88504e-09
s8a 1mhz.xlsx,0.95999,1.87181e-09
s8a 1mhz.xlsx,0.95999,1.87181e-09
s8a 1mhz.xlsx,0.95501,1.85882e-09
s8a 1mhz.xlsx,0.95501,1.85882e-09
s8a 1mhz.xlsx,0.95,1.85012e-09
s8a 1mhz.xlsx,0.95,1.85012e-09
s8a 1mhz.xlsx,0.94499,1.83989e-09
s8a 1mhz.xlsx,0.94499,1.83989e-09
s8a 1mhz.xlsx,0.93998,1.82815e-09
s8a 1mhz.xlsx,0.93998,1.82815e-09
s8a 1mhz.xlsx,0.93498,1.82035e-09
s8a 1mhz.xlsx,0.93498,1.82035e-09
s8a 1mhz.xlsx,0.93,1.80789e-09
s8a 1mhz.xlsx,0.93,1.80789e-09
s8a 1mhz.xlsx,0.92499,1.7992e-09
s8a 1mhz.xlsx,0.92499,1.7992e-09
s8a 1mhz.xlsx,0.91998,1.79741e-09
s8a 1mhz.xlsx,0.91998,1.79741e-09
s8a 1mhz.xlsx,0.91497,1.78494e-09
s8a 1mhz.xlsx,0.91497,1.78494e-09
s8a 1mhz.xlsx,0.91001,1.7814e-09
s8a 1mhz.xlsx,0.91001,1.7814e-09
s8a 1mhz.xlsx,0.905,1.78014e-09
s8a 1mhz.xlsx,0.905,1.78014e-09
s8a 1mhz.xlsx,0.89999,1.76058e-09
s8a 1mhz.xlsx,0.89999,1.76058e-09
s8a 1mhz.xlsx,0.89499,1.75403e-09
s8a 1mhz.xlsx,0.89499,1.75403e-09
s8a 1mhz.xlsx,0.88997,1.74751e-09
s8a 1mhz.xlsx,0.88997,1.74751e-09
s8a 1mhz.xlsx,0.885,1.74295e-09
s8a 1mhz.xlsx,0.885,1.74295e-09
s8a 1mhz.xlsx,0.87999,1.72582e-09
s8a 1mhz.xlsx,0.87999,1.72582e-09
s8a 1mhz.xlsx,0.87498,1.72583e-09
s8a 1mhz.xlsx,0.87498,1.72583e-09
s8a 1mhz.xlsx,0.86997,1.72449e-09
s8a 1mhz.xlsx,0.86997,1.72449e-09
s8a 1mhz.xlsx,0.865,1.71434e-09
s8a 1mhz.xlsx,0.865,1.71434e-09
s8a 1mhz.xlsx,0.85999,1.70184e-09
s8a 1mhz.xlsx,0.85999,1.70184e-09
s8a 1mhz.xlsx,0.85499,1.69247e-09
s8a 1mhz.xlsx,0.85499,1.69247e-09
s8a 1mhz.xlsx,0.84998,1.6897e-09
s8a 1mhz.xlsx,0.84998,1.6897e-09
s8a 1mhz.xlsx,0.84497,1.67953e-09
s8a 1mhz.xlsx,0.84497,1.67953e-09
s8a 1mhz.xlsx,0.84,1.679e-09
s8a 1mhz.xlsx,0.84,1.679e-09
s8a 1mhz.xlsx,0.835,1.67657e-09
s8a 1mhz.xlsx,0.835,1.67657e-09
s8a 1mhz.xlsx,0.82999,1.66979e-09
s8a 1mhz.xlsx,0.82999,1.66979e-09
s8a 1mhz.xlsx,0.82498,1.66829e-09
s8a 1mhz.xlsx,0.82498,1.66829e-09
s8a 1mhz.xlsx,0.82,1.65243e-09
s8a 1mhz.xlsx,0.82,1.65243e-09
s8a 1mhz.xlsx,0.815,1.65651e-09
s8a 1mhz.xlsx,0.815,1.65651e-09
s8a 1mhz.xlsx,0.80999,1.6436e-09
s8a 1mhz.xlsx,0.80999,1.6436e-09
s8a 1mhz.xlsx,0.80498,1.64711e-09
s8a 1mhz.xlsx,0.80498,1.64711e-09
s8a 1mhz.xlsx,0.79997,1.6341e-09
s8a 1mhz.xlsx,0.79997,1.6341e-09
s8a 1mhz.xlsx,0.79499,1.62935e-09
s8a 1mhz.xlsx,0.79499,1.62935e-09
s8a 1mhz.xlsx,0.78999,1.62497e-09
s8a 1mhz.xlsx,0.78999,1.62497e-09
s8a 1mhz.xlsx,0.78497,1.6206e-09
s8a 1mhz.xlsx,0.78497,1.6206e-09
s8a 1mhz.xlsx,0.77996,1.60986e-09
s8a 1mhz.xlsx,0.77996,1.60986e-09
s8a 1mhz.xlsx,0.775,1.60394e-09
s8a 1mhz.xlsx,0.775,1.60394e-09
s8a 1mhz.xlsx,0.76999,1.60139e-09
s8a 1mhz.xlsx,0.76999,1.60139e-09
s8a 1mhz.xlsx,0.76498,1.59941e-09
