Potential	Current	Potential	Current	Potential	Current	Potential	Current	Potential	Current
V	A	V	A	V	A	V	A	V	A
	1 mHz		2 mHz		16 mHz		39 mHz		167 mHz
-0.10501	-5.74589E-10	-0.10501	-5.49841E-10						
-0.11002	-6.05011E-10	-0.11001	-5.7863E-10						
-0.11502	-6.3684E-10	-0.11501	-6.05941E-10						
-0.12001	-6.67226E-10	-0.12001	-6.34909E-10						
-0.12501	-6.99353E-10	-0.12501	-6.64198E-10						
-0.13001	-7.30145E-10	-0.13	-6.91652E-10						
-0.13501	-7.604E-10	-0.13501	-7.2155E-10						
-0.14001	-7.93135E-10	-0.14001	-7.496E-10						
-0.14501	-8.23557E-10	-0.14501	-7.78472E-10						
-0.15001	-8.55327E-10	-0.15001	-8.07476E-10						
-0.15501	-8.88026E-10	-0.15501	-8.36217E-10						
-0.16001	-9.19962E-10	-0.16001	-8.68189E-10						
-0.16501	-9.534E-10	-0.16501	-8.95131E-10						
-0.17001	-9.89401E-10	-0.17001	-9.23395E-10						
-0.17501	-1.02508E-9	-0.17501	-9.56392E-10						
-0.18	-1.05749E-9	-0.18001	-9.85897E-10						
-0.185	-1.09514E-9	-0.185	-1.01149E-9						
-0.19001	-1.12948E-9	-0.19	-1.04669E-9						
-0.19501	-1.16227E-9	-0.19501	-1.07588E-9						
-0.20002	-1.19985E-9	-0.20001	-1.11032E-9						
-0.20499	-1.24475E-9	-0.20498	-1.14412E-9						
-0.21	-1.28154E-9	-0.20999	-1.17964E-9						
-0.21501	-1.32301E-9	-0.215	-1.2107E-9						
-0.22001	-1.36406E-9	-0.22001	-1.24817E-9						
-0.22498	-1.41268E-9	-0.22498	-1.27733E-9						
-0.23	-1.46339E-9	-0.22999	-1.3124E-9						
-0.235	-1.51588E-9	-0.235	-1.34623E-9						
-0.24001	-1.57228E-9	-0.24002	-1.37848E-9						
-0.24502	-1.60614E-9	-0.24502	-1.41462E-9						
-0.24999	-1.65192E-9	-0.24999	-1.44892E-9						
-0.255	-1.67621E-9	-0.25499	-1.48182E-9						
-0.26001	-1.70238E-9	-0.26001	-1.50882E-9						
-0.26502	-1.73153E-9	-0.26502	-1.54036E-9						
-0.26999	-1.75011E-9	-0.26999	-1.56448E-9						
-0.27499	-1.75487E-9	-0.27499	-1.60757E-9						
-0.28	-1.77199E-9	-0.28	-1.64074E-9						
-0.28501	-1.77537E-9	-0.28501	-1.67118E-9						
-0.29002	-1.78063E-9	-0.29002	-1.69569E-9						
-0.29499	-1.78614E-9	-0.29499	-1.71878E-9						
-0.29999	-1.77E-9	-0.3	-1.7403E-9						
-0.305	-1.76455E-9	-0.30501	-1.76532E-9						
-0.31	-1.77374E-9	-0.31001	-1.78297E-9						
-0.31498	-1.78536E-9	-0.31499	-1.7946E-9						
-0.31998	-1.79355E-9	-0.31999	-1.81484E-9						
-0.325	-1.79877E-9	-0.325	-1.82277E-9						
-0.33	-1.80693E-9	-0.33001	-1.84859E-9						
-0.33501	-1.81638E-9	-0.33501	-1.85721E-9						
-0.33998	-1.83754E-9	-0.33998	-1.85804E-9						
-0.345	-1.84293E-9	-0.34499	-1.87099E-9						
-0.35001	-1.85223E-9	-0.35	-1.88723E-9						
-0.35502	-1.85579E-9	-0.35501	-1.89571E-9						
-0.35999	-1.87672E-9	-0.35998	-1.9194E-9						
-0.36499	-1.90507E-9	-0.36499	-1.93206E-9						
-0.37	-1.91048E-9	-0.37	-1.94042E-9						
-0.37502	-1.92941E-9	-0.37502	-1.94988E-9						
-0.38003	-1.94074E-9	-0.38003	-1.96362E-9						
-0.385	-1.95119E-9	-0.38501	-1.97812E-9						
-0.39001	-1.96785E-9	-0.39002	-1.98736E-9						
-0.39501	-1.98351E-9	-0.39502	-2.00945E-9						
-0.40002	-1.99835E-9	-0.40003	-2.02311E-9						
-0.40499	-2.01584E-9	-0.405	-2.03692E-9						
-0.41	-2.03946E-9	-0.41001	-2.06338E-9						
-0.41501	-2.0336E-9	-0.41502	-2.07193E-9						
-0.42002	-2.05807E-9	-0.42003	-2.09916E-9						
-0.42503	-2.061E-9	-0.42504	-2.11179E-9						
-0.43	-2.08681E-9	-0.43	-2.1238E-9						
-0.43501	-2.09162E-9	-0.43501	-2.15899E-9						
-0.44001	-2.10396E-9	-0.44002	-2.1692E-9						
-0.44503	-2.11421E-9	-0.44503	-2.17295E-9						
-0.44999	-2.11579E-9	-0.45	-2.18433E-9						
-0.455	-2.12425E-9	-0.455	-2.21024E-9						
-0.46001	-2.13182E-9	-0.46002	-2.221E-9						
-0.46501	-2.1518E-9	-0.46502	-2.24812E-9						
-0.47002	-2.15777E-9	-0.47003	-2.27751E-9						
-0.475	-2.17749E-9	-0.475	-2.28882E-9						
-0.48	-2.17873E-9	-0.48001	-2.28951E-9						
-0.48502	-2.2067E-9	-0.48502	-2.31225E-9						
-0.49002	-2.20113E-9	-0.49003	-2.32122E-9						
-0.495	-2.20137E-9	-0.495	-2.34336E-9						
-0.50001	-2.20162E-9	-0.50001	-2.33817E-9						
-0.50501	-2.20044E-9	-0.50502	-2.33581E-9						
-0.51002	-2.20098E-9	-0.51002	-2.35581E-9						
-0.51503	-2.2081E-9	-0.51503	-2.38692E-9						
-0.52	-2.21632E-9	-0.52	-2.38937E-9						
-0.525	-2.22299E-9	-0.52501	-2.41795E-9						
-0.53002	-2.20753E-9	-0.53002	-2.41804E-9						
-0.53503	-2.22017E-9	-0.53503	-2.43769E-9						
-0.54	-2.22489E-9	-0.54	-2.43905E-9						
-0.54502	-2.22107E-9	-0.54501	-2.4447E-9						
-0.55002	-2.21119E-9	-0.55002	-2.43685E-9						
-0.55503	-2.20495E-9	-0.55503	-2.45156E-9						
-0.56004	-2.22456E-9	-0.56004	-2.455E-9						
-0.56501	-2.22493E-9	-0.56501	-2.46316E-9						
-0.57002	-2.2068E-9	-0.57001	-2.49134E-9						
-0.57503	-2.20336E-9	-0.57501	-2.48668E-9						
-0.58004	-2.20542E-9	-0.58002	-2.49085E-9						
-0.585	-2.21989E-9	-0.585	-2.49466E-9						
-0.59001	-2.20745E-9	-0.59	-2.48988E-9						
-0.59502	-2.22257E-9	-0.59501	-2.49352E-9						
-0.60002	-2.2209E-9	-0.60002	-2.49939E-9						
-0.60503	-2.20187E-9	-0.60503	-2.49431E-9						
-0.61	-2.21787E-9	-0.61	-2.50047E-9						
-0.61501	-2.20456E-9	-0.61501	-2.4997E-9						
-0.62001	-2.21087E-9	-0.62001	-2.50255E-9						
-0.62502	-2.20133E-9	-0.62503	-2.50962E-9						
-0.62999	-2.19549E-9	-0.62999	-2.52846E-9						
-0.63501	-2.17724E-9	-0.63501	-2.50955E-9						
-0.64002	-2.18147E-9	-0.64001	-2.51172E-9						
-0.64503	-2.16004E-9	-0.64502	-2.51302E-9						
-0.65003	-2.16266E-9	-0.65003	-2.53165E-9						
-0.655	-2.16554E-9	-0.655	-2.51554E-9						
-0.66002	-2.18068E-9	-0.66001	-2.52048E-9						
-0.66502	-2.18582E-9	-0.66501	-2.52764E-9						
-0.67003	-2.19733E-9	-0.67002	-2.50276E-9						
-0.675	-2.18432E-9	-0.67499	-2.51125E-9						
-0.68001	-2.18141E-9	-0.68001	-2.48199E-9						
-0.68502	-2.17116E-9	-0.68502	-2.48756E-9						
-0.69002	-2.17472E-9	-0.69002	-2.49896E-9						
-0.69503	-2.19463E-9	-0.69503	-2.50242E-9						
-0.70001	-2.16944E-9	-0.7	-2.47935E-9						
-0.70501	-2.1524E-9	-0.70501	-2.467E-9						
-0.71002	-2.15237E-9	-0.71002	-2.47785E-9						
-0.71503	-2.16198E-9	-0.71502	-2.47058E-9						
-0.72001	-2.1721E-9	-0.71999	-2.46059E-9						
-0.72501	-2.16216E-9	-0.725	-2.44896E-9						
-0.73002	-2.14047E-9	-0.73001	-2.44424E-9						
-0.73503	-2.12795E-9	-0.73502	-2.44004E-9						
-0.74004	-2.12699E-9	-0.74003	-2.43789E-9						
-0.745	-2.11898E-9	-0.74501	-2.4049E-9						
-0.75001	-2.13015E-9	-0.75001	-2.42959E-9						
-0.75502	-2.13197E-9	-0.75502	-2.42108E-9						
-0.76002	-2.13622E-9	-0.76002	-2.43497E-9						
-0.765	-2.13621E-9	-0.765	-2.45193E-9						
-0.77001	-2.11446E-9	-0.77	-2.44526E-9						
-0.77501	-2.09904E-9	-0.77501	-2.45501E-9						
-0.78002	-2.13093E-9	-0.78002	-2.44697E-9						
-0.78503	-2.12425E-9	-0.78503	-2.45293E-9						
-0.79001	-2.10543E-9	-0.79	-2.45035E-9						
-0.79501	-2.11076E-9	-0.79501	-2.44907E-9						
-0.80001	-2.10756E-9	-0.80001	-2.42957E-9						
-0.80503	-2.11852E-9	-0.80502	-2.48365E-9						
-0.81	-2.11118E-9	-0.81	-2.45825E-9						
-0.815	-2.10106E-9	-0.815	-2.47288E-9						
-0.82001	-2.10646E-9	-0.82001	-2.45486E-9						
-0.82502	-2.12427E-9	-0.82502	-2.4375E-9						
-0.83002	-2.11356E-9	-0.83003	-2.45267E-9						
-0.83499	-2.10518E-9	-0.835	-2.4676E-9						
-0.84001	-2.12728E-9	-0.84001	-2.46971E-9						
-0.84502	-2.11884E-9	-0.84502	-2.4417E-9						
-0.85002	-2.1335E-9	-0.85003	-2.4129E-9						
-0.855	-2.12855E-9	-0.855	-2.45737E-9						
-0.86001	-2.11284E-9	-0.86001	-2.44654E-9						
-0.86501	-2.10236E-9	-0.86501	-2.43313E-9						
-0.87002	-2.10862E-9	-0.87002	-2.43092E-9						
-0.87503	-2.09644E-9	-0.87503	-2.42654E-9						
-0.88	-2.10811E-9	-0.88	-2.44859E-9						
-0.88501	-2.09912E-9	-0.88501	-2.42707E-9						
-0.89002	-2.10454E-9	-0.89002	-2.38699E-9						
-0.89503	-2.08834E-9	-0.89503	-2.43058E-9						
-0.9	-2.11377E-9	-0.9	-2.41827E-9						
-0.90501	-2.09569E-9	-0.905	-2.51586E-9						
-0.91001	-2.07011E-9	-0.91002	-2.4744E-9						
-0.91502	-2.06298E-9	-0.91502	-2.48138E-9						
-0.92003	-2.06896E-9	-0.92003	-2.44758E-9						
-0.925	-2.09078E-9	-0.925	-2.43495E-9						
-0.93002	-2.09448E-9	-0.93001	-2.4408E-9						
-0.93502	-2.0812E-9	-0.93502	-2.4076E-9						
-0.94004	-2.06946E-9	-0.94003	-2.40052E-9						
-0.945	-2.05902E-9	-0.945	-2.413E-9						
-0.95002	-2.0568E-9	-0.95001	-2.40253E-9						
-0.95501	-2.03843E-9	-0.95502	-2.3625E-9						
-0.96002	-2.02705E-9	-0.96002	-2.37582E-9						
-0.96503	-1.98215E-9	-0.96503	-2.36497E-9						
-0.97	-1.96887E-9	-0.97	-2.36975E-9						
-0.97501	-1.91137E-9	-0.97502	-2.35734E-9						
-0.98002	-1.92796E-9	-0.98003	-2.35826E-9						
-0.98503	-1.89921E-9	-0.98503	-2.42049E-9						
-0.99	-1.90766E-9	-0.99001	-2.39316E-9						
-0.99501	-1.93213E-9	-0.99501	-2.35448E-9						
-1.00002	-1.8909E-9	-1.00002	-2.3291E-9						
-1.00001	-1.88681E-9	-1.00002	-2.35072E-9						
-0.99501	-1.83606E-9	-0.99501	-2.3641E-9						
-0.99	-1.82381E-9	-0.99	-2.32978E-9						
-0.98503	-1.8253E-9	-0.98503	-2.30305E-9						
-0.98002	-1.81463E-9	-0.98002	-2.28231E-9						
-0.97501	-1.76146E-9	-0.97502	-2.26312E-9						
-0.97	-1.7557E-9	-0.97001	-2.22653E-9						
-0.96503	-1.76214E-9	-0.96504	-2.20417E-9						
-0.96003	-1.73876E-9	-0.96003	-2.19371E-9						
-0.95502	-1.70469E-9	-0.95501	-2.15298E-9						
-0.95001	-1.70437E-9	-0.95001	-2.14771E-9						
-0.945	-1.6638E-9	-0.945	-2.14406E-9						
-0.94003	-1.71582E-9	-0.94002	-2.123E-9						
-0.93502	-1.64548E-9	-0.93502	-2.13023E-9						
-0.93	-1.62531E-9	-0.93	-2.12337E-9						
-0.92499	-1.61822E-9	-0.92499	-2.10325E-9						
-0.92002	-1.5877E-9	-0.92002	-2.11604E-9						
-0.91501	-1.55655E-9	-0.91502	-2.10972E-9						
-0.91001	-1.54159E-9	-0.91001	-2.11129E-9						
-0.90501	-1.53896E-9	-0.905	-2.09759E-9						
-0.9	-1.5099E-9	-0.89999	-2.07999E-9						
-0.89503	-1.51334E-9	-0.89502	-2.05112E-9						
-0.89002	-1.48919E-9	-0.89001	-2.02736E-9						
-0.88501	-1.48711E-9	-0.88501	-2.02523E-9						
-0.88	-1.4949E-9	-0.88	-2.01234E-9						
-0.87502	-1.47618E-9	-0.87503	-1.9807E-9						
-0.87001	-1.45792E-9	-0.87002	-1.94732E-9						
-0.86501	-1.45253E-9	-0.86501	-1.94392E-9						
-0.86	-1.43986E-9	-0.86001	-1.92596E-9						
-0.85499	-1.42568E-9	-0.855	-1.93785E-9						
-0.85003	-1.42066E-9	-0.85003	-1.91251E-9						
-0.84502	-1.41234E-9	-0.84503	-1.91442E-9						
-0.84001	-1.40886E-9	-0.84002	-1.89288E-9						
-0.83501	-1.41623E-9	-0.83501	-1.87994E-9						
-0.83004	-1.40316E-9	-0.83004	-1.8513E-9						
-0.82503	-1.40917E-9	-0.82503	-1.83157E-9						
-0.82002	-1.39594E-9	-0.82001	-1.82939E-9						
-0.81501	-1.38742E-9	-0.81501	-1.82899E-9						
-0.81	-1.38756E-9	-0.80999	-1.81149E-9						
-0.80503	-1.37339E-9	-0.80502	-1.78932E-9						
-0.80002	-1.39014E-9	-0.80002	-1.80494E-9						
-0.79501	-1.38395E-9	-0.79501	-1.79513E-9						
-0.79001	-1.37717E-9	-0.79	-1.78715E-9						
-0.78502	-1.38597E-9	-0.78502	-1.76156E-9						
-0.78002	-1.37926E-9	-0.78002	-1.75492E-9						
-0.77501	-1.34809E-9	-0.77501	-1.75478E-9						
-0.77	-1.344E-9	-0.77	-1.7429E-9						
-0.76499	-1.35361E-9	-0.76499	-1.71613E-9						
-0.76002	-1.36195E-9	-0.76003	-1.7081E-9						
-0.75502	-1.35236E-9	-0.75502	-1.70219E-9						
-0.75001	-1.34076E-9	-0.75001	-1.69299E-9						
-0.745	-1.3482E-9	-0.745	-1.68327E-9						
-0.74002	-1.3484E-9	-0.74003	-1.69182E-9						
-0.73503	-1.34933E-9	-0.73502	-1.68211E-9						
-0.73002	-1.3456E-9	-0.73001	-1.67584E-9						
-0.72502	-1.32124E-9	-0.72501	-1.65342E-9						
-0.72001	-1.32222E-9	-0.72	-1.63801E-9						
-0.71503	-1.29957E-9	-0.71503	-1.63E-9						
-0.71001	-1.29492E-9	-0.71002	-1.6162E-9						
-0.70501	-1.28869E-9	-0.70502	-1.61753E-9						
-0.70001	-1.2859E-9	-0.70001	-1.60879E-9						
-0.69503	-1.27714E-9	-0.69503	-1.60929E-9						
-0.69002	-1.26693E-9	-0.69003	-1.58963E-9						
-0.68501	-1.2599E-9	-0.68502	-1.58479E-9						
-0.68	-1.24111E-9	-0.68002	-1.59091E-9						
-0.67499	-1.24906E-9	-0.675	-1.56343E-9						
-0.67002	-1.23007E-9	-0.67002	-1.54684E-9						
-0.66502	-1.23404E-9	-0.66502	-1.53958E-9						
-0.66002	-1.23326E-9	-0.66001	-1.55227E-9						
-0.65501	-1.23074E-9	-0.655	-1.55313E-9						
-0.65004	-1.22176E-9	-0.65003	-1.54676E-9						
-0.64503	-1.19362E-9	-0.64502	-1.53646E-9						
-0.64001	-1.18798E-9	-0.64001	-1.52061E-9						
-0.63501	-1.1971E-9	-0.63499	-1.51561E-9						
-0.63001	-1.2094E-9	-0.62999	-1.48872E-9						
-0.62504	-1.20293E-9	-0.62502	-1.49543E-9						
-0.62002	-1.20277E-9	-0.62001	-1.48715E-9						
-0.61501	-1.20512E-9	-0.615	-1.48362E-9						
-0.61	-1.22254E-9	-0.60999	-1.47016E-9						
-0.60503	-1.21382E-9	-0.60502	-1.45736E-9						
-0.60002	-1.20475E-9	-0.60001	-1.45171E-9						
-0.59502	-1.2103E-9	-0.595	-1.44323E-9						
-0.59001	-1.21734E-9	-0.58999	-1.43359E-9						
-0.585	-1.21433E-9	-0.58499	-1.42709E-9						
-0.58003	-1.22919E-9	-0.58001	-1.43222E-9						
-0.57502	-1.25128E-9	-0.57501	-1.41768E-9						
-0.57001	-1.26016E-9	-0.57001	-1.39745E-9						
-0.56501	-1.28775E-9	-0.565	-1.39427E-9						
-0.56004	-1.28694E-9	-0.56003	-1.37978E-9						
-0.55502	-1.30939E-9	-0.55502	-1.37043E-9						
-0.55001	-1.30705E-9	-0.55001	-1.3607E-9						
-0.54501	-1.31913E-9	-0.54501	-1.35899E-9						
-0.53999	-1.33222E-9	-0.54	-1.35822E-9						
-0.53503	-1.31819E-9	-0.53503	-1.35434E-9						
-0.53001	-1.31854E-9	-0.53002	-1.33642E-9						
-0.52501	-1.30988E-9	-0.52501	-1.32746E-9						
-0.52	-1.30075E-9	-0.52	-1.32036E-9						
-0.51503	-1.29181E-9	-0.51503	-1.30651E-9						
-0.51002	-1.28846E-9	-0.51002	-1.30775E-9						
-0.50502	-1.28497E-9	-0.50501	-1.2978E-9						
-0.50001	-1.27825E-9	-0.5	-1.28022E-9						
-0.495	-1.27463E-9	-0.495	-1.27928E-9						
-0.49002	-1.27794E-9	-0.49002	-1.2818E-9						
-0.48501	-1.27602E-9	-0.48501	-1.27259E-9						
-0.48001	-1.26506E-9	-0.48	-1.25781E-9						
-0.475	-1.26942E-9	-0.47499	-1.24799E-9						
-0.47002	-1.26151E-9	-0.47002	-1.23087E-9						
-0.46501	-1.25526E-9	-0.46502	-1.23042E-9						
-0.46	-1.24937E-9	-0.46002	-1.22014E-9						
-0.45499	-1.23906E-9	-0.455	-1.2063E-9						
-0.44998	-1.2309E-9	-0.45	-1.19815E-9						
-0.44501	-1.22685E-9	-0.44502	-1.17966E-9						
-0.44	-1.22344E-9	-0.44001	-1.17614E-9						
-0.43499	-1.20255E-9	-0.43501	-1.16378E-9						
-0.42999	-1.20057E-9	-0.42999	-1.16401E-9						
-0.42502	-1.19631E-9	-0.42503	-1.15842E-9						
-0.42001	-1.18088E-9	-0.42002	-1.14487E-9						
-0.415	-1.1744E-9	-0.41501	-1.13524E-9						
-0.40999	-1.16823E-9	-0.41	-1.12602E-9						
-0.40499	-1.15759E-9	-0.405	-1.11785E-9						
-0.40002	-1.15199E-9	-0.40003	-1.11368E-9						
-0.39501	-1.13682E-9	-0.39502	-1.09755E-9						
-0.39	-1.13554E-9	-0.39001	-1.09166E-9						
-0.38499	-1.11976E-9	-0.385	-1.0801E-9						
-0.38002	-1.11252E-9	-0.38002	-1.07051E-9						
-0.37501	-1.09931E-9	-0.37501	-1.0621E-9						
-0.37	-1.08978E-9	-0.37001	-1.05084E-9						
-0.365	-1.07644E-9	-0.36499	-1.05432E-9						
-0.35999	-1.07095E-9	-0.35999	-1.03936E-9						
-0.35502	-1.06544E-9	-0.35502	-1.03509E-9						
-0.35002	-1.05307E-9	-0.35002	-1.02521E-9						
-0.345	-1.04243E-9	-0.345	-1.01287E-9						
-0.33998	-1.03208E-9	-0.33999	-1.00368E-9						
-0.33501	-1.02682E-9	-0.33502	-9.93371E-10						
-0.33	-1.01573E-9	-0.33001	-9.80616E-10						
-0.325	-1.00244E-9	-0.32501	-9.72295E-10						
-0.31999	-9.87864E-10	-0.31999	-9.58359E-10						
-0.31498	-9.85134E-10	-0.31499	-9.44185E-10						
-0.31001	-9.76825E-10	-0.31001	-9.29475E-10						
-0.305	-9.6668E-10	-0.30501	-9.19735E-10						
-0.3	-9.53376E-10	-0.3	-9.16982E-10						
-0.29498	-9.46915E-10	-0.29499	-9.06932E-10						
-0.29002	-9.38737E-10	-0.29002	-9.03773E-10						
-0.28501	-9.22036E-10	-0.28501	-8.90303E-10						
-0.28	-9.15682E-10	-0.28001	-8.79359E-10						
-0.27499	-9.07266E-10	-0.275	-8.63194E-10						
-0.26999	-8.96537E-10	-0.26999	-8.51095E-10						
-0.26502	-8.82399E-10	-0.26502	-8.42857E-10						
-0.26001	-8.70466E-10	-0.26002	-8.23212E-10						
-0.255	-8.57163E-10	-0.25501	-8.1116E-10						
-0.25	-8.47936E-10	-0.25	-8.03757E-10						
-0.24503	-8.36611E-10	-0.24503	-7.85804E-10						
-0.24002	-8.27289E-10	-0.24002	-7.80153E-10						
-0.23501	-8.15094E-10	-0.235	-7.6859E-10						
-0.22999	-8.00383E-10	-0.22999	-7.58064E-10						
-0.22499	-7.89642E-10	-0.22498	-7.42388E-10						
-0.22001	-7.82311E-10	-0.22002	-7.28214E-10						
-0.21501	-7.69508E-10	-0.21501	-7.15566E-10						
-0.21	-7.5568E-10	-0.21	-6.9952E-10						
-0.20498	-7.42793E-10	-0.20499	-6.91366E-10						
-0.20001	-7.34556E-10	-0.20001	-6.75428E-10						
-0.19501	-7.15339E-10	-0.19501	-6.63018E-10						
-0.19001	-7.03561E-10	-0.19001	-6.51693E-10						
-0.18501	-6.92415E-10	-0.18501	-6.35779E-10						
-0.18001	-6.75345E-10	-0.18001	-6.24752E-10						
-0.17501	-6.67644E-10	-0.17501	-6.13463E-10						
-0.17001	-6.52361E-10	-0.17001	-5.96976E-10						
-0.16501	-6.36447E-10	-0.16501	-5.85544E-10						
-0.16	-6.22833E-10	-0.16001	-5.71907E-10						
-0.155	-6.10042E-10	-0.15501	-5.52499E-10						
-0.15	-5.92756E-10	-0.15001	-5.38075E-10						
-0.14501	-5.77462E-10	-0.14501	-5.26452E-10						
-0.14001	-5.60832E-10	-0.14001	-5.1229E-10						
-0.13501	-5.45883E-10	-0.13502	-4.96888E-10						
-0.13001	-5.30589E-10	-0.13001	-4.82213E-10						
-0.12501	-5.14066E-10	-0.12501	-4.67324E-10						
-0.12001	-4.98128E-10	-0.12001	-4.5259E-10						
-0.11502	-4.80473E-10	-0.11501	-4.33707E-10						
-0.11001	-4.6531E-10	-0.11001	-4.19486E-10						
-0.10501	-4.47023E-10	-0.10501	-4.01366E-10						
-0.10002	-4.29988E-10	-0.10001	-3.84486E-10						
-0.09502	-4.13382E-10	-0.09501	-3.6757E-10						
-0.09001	-3.95226E-10	-0.09001	-3.49665E-10						
-0.08501	-3.76439E-10	-0.08501	-3.32499E-10						
-0.08002	-3.58033E-10	-0.08002	-3.15094E-10						
-0.07501	-3.39425E-10	-0.07501	-2.98691E-10						
-0.07002	-3.21007E-10	-0.07001	-2.7976E-10						
-0.06502	-2.99382E-10	-0.06501	-2.6387E-10						
-0.06002	-2.8013E-10	-0.06001	-2.45523E-10						
-0.05502	-2.60234E-10	-0.05501	-2.28107E-10						
-0.05001	-2.38442E-10	-0.05001	-2.07889E-10						
-0.04501	-2.18451E-10	-0.04501	-1.88744E-10						
-0.04001	-1.97029E-10	-0.04001	-1.70863E-10						
-0.03501	-1.75416E-10	-0.03501	-1.51086E-10						
-0.03002	-1.5409E-10	-0.03001	-1.31023E-10						
-0.02501	-1.31226E-10	-0.02501	-1.11902E-10						
-0.02001	-1.09518E-10	-0.02001	-9.18269E-11						
-0.01501	-8.61645E-11	-0.01501	-7.17521E-11						
-0.01001	-6.29663E-11	-0.01001	-5.1558E-11						
-0.00501	-3.91722E-11	-0.005	-3.07322E-11						
1.23024E-5	-1.49608E-11	7.96318E-6	-9.64403E-12						
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
